Timestamp,Linea,Salud,Tiempo_Ciclo,Evento
2026-02-26 14:24:03,3,0,0,MANTENIMIENTO
2026-02-26 14:24:04,1,99.2,137.32,OK
2026-02-26 14:24:04,2,99.91,138.96,OK
2026-02-26 14:24:04,3,0,0,MANTENIMIENTO
2026-02-26 14:24:05,1,99.05,138.36,OK
2026-02-26 14:24:05,2,100.0,137.76,OK
2026-02-26 14:24:05,3,0,0,MANTENIMIENTO
2026-02-26 14:24:06,1,99.06,138.89,OK
2026-02-26 14:24:06,2,99.97,139.44,OK
2026-02-26 14:24:06,3,0,0,MANTENIMIENTO
2026-02-26 14:24:07,1,98.65,137.21,OK
2026-02-26 14:24:07,2,99.81,138.12,OK
2026-02-26 14:24:07,3,0,0,MANTENIMIENTO
2026-02-26 14:24:08,1,98.5,139.39,OK
2026-02-26 14:24:08,2,99.78,138.2,OK
2026-02-26 14:24:08,3,0,0,MANTENIMIENTO
2026-02-26 14:24:09,1,98.86,137.57,OK
2026-02-26 14:24:09,2,99.79,137.47,OK
2026-02-26 14:24:09,3,0,0,MANTENIMIENTO
2026-02-26 14:24:10,1,99.0,137.81,OK
2026-02-26 14:24:10,2,99.95,137.22,OK
2026-02-26 14:24:10,3,0,0,MANTENIMIENTO
2026-02-26 14:24:11,1,98.94,138.74,OK
2026-02-26 14:24:11,2,99.7,137.67,OK
2026-02-26 14:24:11,3,0,0,MANTENIMIENTO
2026-02-26 14:24:12,1,98.3,138.1,OK
2026-02-26 14:24:12,2,99.73,137.63,OK
2026-02-26 14:24:12,3,0,0,MANTENIMIENTO
2026-02-26 14:24:13,1,97.72,138.02,OK
2026-02-26 14:24:13,2,99.55,138.47,OK
2026-02-26 14:24:13,3,0,0,MANTENIMIENTO
2026-02-26 14:24:14,1,97.91,137.82,OK
2026-02-26 14:24:14,2,99.76,137.85,OK
2026-02-26 14:24:14,3,0,0,MANTENIMIENTO
2026-02-26 14:24:15,1,97.87,137.62,OK
2026-02-26 14:24:15,2,99.78,136.86,OK
2026-02-26 14:24:15,3,0,0,MANTENIMIENTO
2026-02-26 14:24:16,1,97.77,136.8,OK
2026-02-26 14:24:16,2,99.56,139.76,OK
2026-02-26 14:24:16,3,0,0,MANTENIMIENTO
2026-02-26 14:24:17,1,97.8,137.14,OK
2026-02-26 14:24:17,2,99.6,136.94,OK
2026-02-26 14:24:17,3,0,0,MANTENIMIENTO
2026-02-26 14:24:18,1,97.37,137.84,OK
2026-02-26 14:24:18,2,99.71,137.19,OK
2026-02-26 14:24:18,3,0,0,MANTENIMIENTO
2026-02-26 14:24:19,1,96.75,193.79,SPIKE
2026-02-26 14:24:19,2,99.15,137.51,OK
2026-02-26 14:24:19,3,0,0,MANTENIMIENTO
2026-02-26 14:24:20,1,96.56,137.95,OK
2026-02-26 14:24:20,2,98.92,137.61,OK
2026-02-26 14:24:20,3,0,0,MANTENIMIENTO
2026-02-26 14:24:21,1,96.62,139.03,OK
2026-02-26 14:24:21,2,98.67,137.75,OK
2026-02-26 14:24:21,3,0,0,MANTENIMIENTO
2026-02-26 14:24:22,1,96.84,137.08,OK
2026-02-26 14:24:22,2,98.81,138.39,OK
2026-02-26 14:24:22,3,0,0,MANTENIMIENTO
2026-02-26 14:24:23,1,96.68,138.26,OK
2026-02-26 14:24:23,2,98.6,136.39,OK
2026-02-26 14:24:23,3,0,0,MANTENIMIENTO
2026-02-26 14:24:24,1,97.04,138.8,OK
2026-02-26 14:24:24,2,98.31,138.8,OK
2026-02-26 14:24:24,3,0,0,MANTENIMIENTO
2026-02-26 14:24:25,1,97.19,137.91,OK
2026-02-26 14:24:25,2,98.6,137.97,OK
2026-02-26 14:24:25,3,0,0,MANTENIMIENTO
2026-02-26 14:24:26,1,97.23,137.24,OK
2026-02-26 14:24:26,2,98.28,138.66,OK
2026-02-26 14:24:26,3,0,0,MANTENIMIENTO
2026-02-26 14:24:27,1,96.89,136.66,OK
2026-02-26 14:24:27,2,97.92,137.6,OK
2026-02-26 14:24:27,3,0,0,MANTENIMIENTO
2026-02-26 14:24:28,1,97.08,138.57,OK
2026-02-26 14:24:28,2,98.36,138.16,OK
2026-02-26 14:24:28,3,0,0,MANTENIMIENTO
2026-02-26 14:24:29,1,97.1,137.46,OK
2026-02-26 14:24:29,2,98.19,137.95,OK
2026-02-26 14:24:29,3,0,0,MANTENIMIENTO
2026-02-26 14:24:30,1,97.18,136.89,OK
2026-02-26 14:24:30,2,98.31,137.53,OK
2026-02-26 14:24:30,3,0,0,MANTENIMIENTO
2026-02-26 14:24:31,1,97.08,138.07,OK
2026-02-26 14:24:31,2,98.45,138.29,OK
2026-02-26 14:24:31,3,0,0,MANTENIMIENTO
2026-02-26 14:24:32,1,96.81,138.18,OK
2026-02-26 14:24:32,2,98.44,137.68,OK
2026-02-26 14:24:32,3,0,0,MANTENIMIENTO
2026-02-26 14:24:33,1,97.13,167.37,SPIKE
2026-02-26 14:24:33,2,98.13,138.45,OK
2026-02-26 14:24:33,3,0,0,MANTENIMIENTO
2026-02-26 14:24:34,1,97.04,138.57,OK
2026-02-26 14:24:34,2,98.47,137.16,OK
2026-02-26 14:24:34,3,0,0,MANTENIMIENTO
2026-02-26 14:24:35,1,96.9,137.93,OK
2026-02-26 14:24:35,2,98.6,137.94,OK
2026-02-26 14:24:35,3,0,0,MANTENIMIENTO
2026-02-26 14:24:36,1,97.47,137.68,OK
2026-02-26 14:24:36,2,98.58,137.94,OK
2026-02-26 14:24:36,3,0,0,MANTENIMIENTO
2026-02-26 14:24:37,1,97.3,138.37,OK
2026-02-26 14:24:37,2,98.85,138.8,OK
2026-02-26 14:24:37,3,0,0,MANTENIMIENTO
2026-02-26 14:24:38,1,97.27,137.22,OK
2026-02-26 14:24:38,2,98.83,139.3,OK
2026-02-26 14:24:38,3,0,0,MANTENIMIENTO
2026-02-26 14:24:39,1,97.23,138.82,OK
2026-02-26 14:24:39,2,98.76,137.92,OK
2026-02-26 14:24:39,3,0,0,MANTENIMIENTO
2026-02-26 14:24:40,1,97.04,138.08,OK
2026-02-26 14:24:40,2,98.74,137.97,OK
2026-02-26 14:24:40,3,0,0,MANTENIMIENTO
2026-02-26 14:24:41,1,97.6,138.68,OK
2026-02-26 14:24:41,2,99.02,138.71,OK
2026-02-26 14:24:41,3,0,0,MANTENIMIENTO
2026-02-26 14:24:42,1,97.74,137.46,OK
2026-02-26 14:24:42,2,98.63,137.43,OK
2026-02-26 14:24:42,3,0,0,MANTENIMIENTO
2026-02-26 14:24:43,1,97.83,137.88,OK
2026-02-26 14:24:43,2,99.21,137.02,OK
2026-02-26 14:24:43,3,0,0,MANTENIMIENTO
2026-02-26 14:24:44,1,97.54,137.55,OK
2026-02-26 14:24:44,2,99.67,182.57,SPIKE
2026-02-26 14:24:44,3,0,0,MANTENIMIENTO
2026-02-26 14:24:45,1,97.26,138.02,OK
2026-02-26 14:24:45,2,98.87,138.02,OK
2026-02-26 14:24:45,3,0,0,MANTENIMIENTO
2026-02-26 14:24:46,1,97.02,138.3,OK
2026-02-26 14:24:46,2,99.29,138.47,OK
2026-02-26 14:24:46,3,0,0,MANTENIMIENTO
2026-02-26 14:24:47,1,97.06,139.33,OK
2026-02-26 14:24:47,2,99.35,138.6,OK
2026-02-26 14:24:47,3,99.98,137.76,OK
2026-02-26 14:24:48,1,97.23,138.25,OK
2026-02-26 14:24:48,2,98.77,138.63,OK
2026-02-26 14:24:48,3,99.97,137.93,OK
2026-02-26 14:24:49,1,97.08,138.14,OK
2026-02-26 14:24:49,2,98.15,138.27,OK
2026-02-26 14:24:49,3,100.0,137.64,OK
2026-02-26 14:24:50,1,97.12,137.52,OK
2026-02-26 14:24:50,2,97.85,137.28,OK
2026-02-26 14:24:50,3,100.0,137.74,OK
2026-02-26 14:24:51,1,97.09,138.81,OK
2026-02-26 14:24:51,2,97.87,138.77,OK
2026-02-26 14:24:51,3,100.0,139.05,OK
2026-02-26 14:24:52,1,97.14,136.81,OK
2026-02-26 14:24:52,2,97.72,137.28,OK
2026-02-26 14:24:52,3,99.91,138.97,OK
2026-02-26 14:24:53,1,97.71,138.61,OK
2026-02-26 14:24:53,2,97.24,137.61,OK
2026-02-26 14:24:53,3,100.0,137.57,OK
2026-02-26 14:24:54,1,97.9,137.75,OK
2026-02-26 14:24:54,2,97.02,137.3,OK
2026-02-26 14:24:54,3,99.85,137.0,OK
2026-02-26 14:24:55,1,97.58,136.98,OK
2026-02-26 14:24:55,2,97.46,138.11,OK
2026-02-26 14:24:55,3,99.49,137.09,OK
2026-02-26 14:24:56,1,97.92,137.38,OK
2026-02-26 14:24:56,2,97.5,138.03,OK
2026-02-26 14:24:56,3,99.13,138.04,OK
2026-02-26 14:24:57,1,98.24,139.1,OK
2026-02-26 14:24:57,2,97.89,138.31,OK
2026-02-26 14:24:57,3,98.74,136.03,OK
2026-02-26 14:24:58,1,98.54,138.23,OK
2026-02-26 14:24:58,2,97.26,137.56,OK
2026-02-26 14:24:58,3,98.77,138.39,OK
2026-02-26 14:24:59,1,98.52,137.56,OK
2026-02-26 14:24:59,2,97.61,137.99,OK
2026-02-26 14:24:59,3,99.24,137.89,OK
2026-02-26 14:25:00,1,98.56,136.96,OK
2026-02-26 14:25:00,2,98.19,137.77,OK
2026-02-26 14:25:00,3,98.59,138.59,OK
2026-02-26 14:25:01,1,98.57,138.33,OK
2026-02-26 14:25:01,2,98.37,135.95,OK
2026-02-26 14:25:01,3,98.53,137.48,OK
2026-02-26 14:25:02,1,98.4,138.17,OK
2026-02-26 14:25:02,2,98.73,137.72,OK
2026-02-26 14:25:02,3,98.7,138.82,OK
2026-02-26 14:25:03,1,98.99,138.18,OK
2026-02-26 14:25:03,2,98.53,138.54,OK
2026-02-26 14:25:03,3,98.9,138.52,OK
2026-02-26 14:25:04,1,99.09,159.82,SPIKE
2026-02-26 14:25:04,2,98.17,138.33,OK
2026-02-26 14:25:04,3,99.28,137.05,OK
2026-02-26 14:25:05,1,99.08,138.22,OK
2026-02-26 14:25:05,2,98.21,137.69,OK
2026-02-26 14:25:05,3,99.02,137.88,OK
2026-02-26 14:25:06,1,99.14,138.3,OK
2026-02-26 14:25:06,2,98.75,138.87,OK
2026-02-26 14:25:06,3,99.05,137.92,OK
2026-02-26 14:25:07,1,99.53,137.55,OK
2026-02-26 14:25:07,2,98.86,138.12,OK
2026-02-26 14:25:07,3,99.31,137.62,OK
2026-02-26 14:25:08,1,99.66,138.35,OK
2026-02-26 14:25:08,2,99.07,137.35,OK
2026-02-26 14:25:08,3,99.11,138.45,OK
2026-02-26 14:25:09,1,99.67,138.1,OK
2026-02-26 14:25:09,2,99.5,137.83,OK
2026-02-26 14:25:09,3,99.42,137.81,OK
2026-02-26 14:25:10,1,99.48,137.9,OK
2026-02-26 14:25:10,2,99.72,137.61,OK
2026-02-26 14:25:10,3,99.84,138.2,OK
2026-02-26 14:25:11,1,99.46,138.56,OK
2026-02-26 14:25:11,2,99.9,138.07,OK
2026-02-26 14:25:11,3,99.28,138.09,OK
2026-02-26 14:25:12,1,99.31,137.76,OK
2026-02-26 14:25:12,2,99.52,138.64,OK
2026-02-26 14:25:12,3,99.82,137.85,OK
2026-02-26 14:25:13,1,99.08,138.41,OK
2026-02-26 14:25:13,2,99.75,137.74,OK
2026-02-26 14:25:13,3,99.62,138.94,OK
2026-02-26 14:25:14,1,98.96,137.87,OK
2026-02-26 14:25:14,2,99.93,137.25,OK
2026-02-26 14:25:14,3,99.35,138.57,OK
2026-02-26 14:25:15,1,98.6,137.53,OK
2026-02-26 14:25:15,2,99.76,137.61,OK
2026-02-26 14:25:15,3,99.08,138.17,OK
2026-02-26 14:25:16,1,98.32,138.8,OK
2026-02-26 14:25:16,2,99.52,138.55,OK
2026-02-26 14:25:16,3,99.34,137.75,OK
2026-02-26 14:25:17,1,98.27,138.08,OK
2026-02-26 14:25:17,2,99.52,137.88,OK
2026-02-26 14:25:17,3,99.02,137.0,OK
2026-02-26 14:25:18,1,97.86,138.05,OK
2026-02-26 14:25:18,2,99.52,138.37,OK
2026-02-26 14:25:18,3,98.89,138.48,OK
2026-02-26 14:25:19,1,97.42,137.72,OK
2026-02-26 14:25:19,2,99.34,138.7,OK
2026-02-26 14:25:19,3,98.56,138.47,OK
2026-02-26 14:25:20,1,97.69,139.24,OK
2026-02-26 14:25:20,2,99.91,139.06,OK
2026-02-26 14:25:20,3,98.8,137.8,OK
2026-02-26 14:25:21,1,97.55,138.4,OK
2026-02-26 14:25:21,2,100.0,138.48,OK
2026-02-26 14:25:21,3,98.81,137.68,OK
2026-02-26 14:25:22,1,97.83,130.49,SPIKE
2026-02-26 14:25:22,2,100.0,137.79,OK
2026-02-26 14:25:22,3,98.81,138.38,OK
2026-02-26 14:25:23,1,97.64,138.83,OK
2026-02-26 14:25:23,2,99.52,138.4,OK
2026-02-26 14:25:23,3,98.56,137.85,OK
2026-02-26 14:25:24,1,97.56,138.4,OK
2026-02-26 14:25:24,2,99.8,137.04,OK
2026-02-26 14:25:24,3,98.23,136.87,OK
2026-02-26 14:25:25,1,97.16,138.07,OK
2026-02-26 14:25:25,2,100.0,138.18,OK
2026-02-26 14:25:25,3,98.0,137.39,OK
2026-02-26 14:25:26,1,97.11,137.71,OK
2026-02-26 14:25:26,2,99.58,138.6,OK
2026-02-26 14:25:26,3,98.08,138.05,OK
2026-02-26 14:25:27,1,96.86,150.49,SPIKE
2026-02-26 14:25:27,2,99.48,137.52,OK
2026-02-26 14:25:27,3,98.56,138.43,OK
2026-02-26 14:25:28,1,96.65,137.86,OK
2026-02-26 14:25:28,2,99.19,137.26,OK
2026-02-26 14:25:28,3,98.69,137.93,OK
2026-02-26 14:25:29,1,96.79,136.45,OK
2026-02-26 14:25:29,2,99.52,138.23,OK
2026-02-26 14:25:29,3,99.15,137.64,OK
2026-02-26 14:25:30,1,96.91,138.61,OK
2026-02-26 14:25:30,2,99.86,138.04,OK
2026-02-26 14:25:30,3,99.46,138.86,OK
2026-02-26 14:25:31,1,96.99,137.11,OK
2026-02-26 14:25:31,2,98.97,139.16,OK
2026-02-26 14:25:31,3,99.52,138.99,OK
2026-02-26 14:25:32,1,96.7,137.82,OK
2026-02-26 14:25:32,2,98.8,136.9,OK
2026-02-26 14:25:32,3,100.0,136.81,OK
2026-02-26 14:25:33,1,97.52,138.71,OK
2026-02-26 14:25:33,2,99.5,138.06,OK
2026-02-26 14:25:33,3,99.95,137.43,OK
2026-02-26 14:25:34,1,97.7,138.39,OK
2026-02-26 14:25:34,2,99.4,136.91,OK
2026-02-26 14:25:34,3,100.0,174.47,SPIKE
2026-02-26 14:25:35,1,97.68,138.77,OK
2026-02-26 14:25:35,2,99.44,137.68,OK
2026-02-26 14:25:35,3,99.71,138.32,OK
2026-02-26 14:25:36,1,97.79,137.8,OK
2026-02-26 14:25:36,2,99.15,138.36,OK
2026-02-26 14:25:36,3,99.66,181.46,SPIKE
2026-02-26 14:25:37,1,97.71,137.23,OK
2026-02-26 14:25:37,2,99.24,137.63,OK
2026-02-26 14:25:37,3,99.65,138.48,OK
2026-02-26 14:25:38,1,97.58,138.27,OK
2026-02-26 14:25:38,2,99.58,136.87,OK
2026-02-26 14:25:38,3,99.94,138.28,OK
2026-02-26 14:25:39,1,97.96,138.26,OK
2026-02-26 14:25:39,2,99.57,138.37,OK
2026-02-26 14:25:39,3,99.81,138.1,OK
2026-02-26 14:25:40,1,98.03,137.44,OK
2026-02-26 14:25:40,2,99.49,138.37,OK
2026-02-26 14:25:40,3,99.77,137.95,OK
2026-02-26 14:25:41,1,97.79,137.81,OK
2026-02-26 14:25:41,2,98.92,138.03,OK
2026-02-26 14:25:41,3,99.89,136.87,OK
2026-02-26 14:25:42,1,97.64,137.85,OK
2026-02-26 14:25:42,2,98.59,137.79,OK
2026-02-26 14:25:42,3,99.69,137.07,OK
2026-02-26 14:25:43,1,97.35,138.29,OK
2026-02-26 14:25:43,2,98.69,138.58,OK
2026-02-26 14:25:43,3,99.34,138.11,OK
2026-02-26 14:25:44,1,97.49,138.64,OK
2026-02-26 14:25:44,2,99.06,138.5,OK
2026-02-26 14:25:44,3,99.5,138.48,OK
2026-02-26 14:25:45,1,96.72,137.96,OK
2026-02-26 14:25:45,2,98.95,138.53,OK
2026-02-26 14:25:45,3,99.78,137.49,OK
2026-02-26 14:25:46,1,96.12,137.89,OK
2026-02-26 14:25:46,2,98.85,138.81,OK
2026-02-26 14:25:46,3,100.0,137.53,OK
2026-02-26 14:25:47,1,96.73,138.26,OK
2026-02-26 14:25:47,2,99.19,138.21,OK
2026-02-26 14:25:47,3,99.98,138.53,OK
2026-02-26 14:25:48,1,97.15,137.6,OK
2026-02-26 14:25:48,2,99.31,137.77,OK
2026-02-26 14:25:48,3,99.82,137.42,OK
2026-02-26 14:25:49,1,97.17,138.39,OK
2026-02-26 14:25:49,2,99.66,138.55,OK
2026-02-26 14:25:49,3,100.0,138.71,OK
2026-02-26 14:25:50,1,97.12,138.32,OK
2026-02-26 14:25:50,2,100.0,138.64,OK
2026-02-26 14:25:50,3,99.82,137.04,OK
2026-02-26 14:25:51,1,96.68,138.7,OK
2026-02-26 14:25:51,2,99.53,137.47,OK
2026-02-26 14:25:51,3,99.95,137.13,OK
2026-02-26 14:25:52,1,96.86,138.87,OK
2026-02-26 14:25:52,2,99.89,138.63,OK
2026-02-26 14:25:52,3,99.71,137.25,OK
2026-02-26 14:25:53,1,96.69,137.12,OK
2026-02-26 14:25:53,2,99.93,138.2,OK
2026-02-26 14:25:53,3,99.68,138.12,OK
2026-02-26 14:25:54,1,96.26,137.24,OK
2026-02-26 14:25:54,2,99.9,137.32,OK
2026-02-26 14:25:54,3,99.29,137.59,OK
2026-02-26 14:25:55,1,96.0,138.15,OK
2026-02-26 14:25:55,2,100.0,138.79,OK
2026-02-26 14:25:55,3,98.58,137.29,OK
2026-02-26 14:25:56,1,95.76,137.54,OK
2026-02-26 14:25:56,2,99.71,138.33,OK
2026-02-26 14:25:56,3,98.75,138.47,OK
2026-02-26 14:25:57,1,95.74,137.33,OK
2026-02-26 14:25:57,2,99.47,137.6,OK
2026-02-26 14:25:57,3,99.15,137.81,OK
2026-02-26 14:25:58,1,95.34,138.44,OK
2026-02-26 14:25:58,2,99.53,138.67,OK
2026-02-26 14:25:58,3,98.79,138.1,OK
2026-02-26 14:25:59,1,94.76,138.09,OK
2026-02-26 14:25:59,2,99.26,138.36,OK
2026-02-26 14:25:59,3,98.98,138.05,OK
2026-02-26 14:26:00,1,94.9,137.28,OK
2026-02-26 14:26:00,2,98.94,138.24,OK
2026-02-26 14:26:00,3,99.07,138.66,OK
2026-02-26 14:26:01,1,94.89,137.01,OK
2026-02-26 14:26:01,2,98.82,138.63,OK
2026-02-26 14:26:01,3,98.83,138.07,OK
2026-02-26 14:26:02,1,95.12,138.65,OK
2026-02-26 14:26:02,2,98.5,138.44,OK
2026-02-26 14:26:02,3,98.66,138.17,OK
2026-02-26 14:26:03,1,94.99,138.27,OK
2026-02-26 14:26:03,2,98.45,139.0,OK
2026-02-26 14:26:03,3,97.87,138.66,OK
2026-02-26 14:26:04,1,95.05,138.92,OK
2026-02-26 14:26:04,2,98.41,138.03,OK
2026-02-26 14:26:04,3,97.78,137.53,OK
2026-02-26 14:26:05,1,94.61,137.9,OK
2026-02-26 14:26:05,2,97.85,137.73,OK
2026-02-26 14:26:05,3,98.07,137.82,OK
2026-02-26 14:26:06,1,94.75,136.01,OK
2026-02-26 14:26:06,2,97.84,137.48,OK
2026-02-26 14:26:06,3,97.55,137.91,OK
2026-02-26 14:26:07,1,95.26,137.07,OK
2026-02-26 14:26:07,2,97.96,137.97,OK
2026-02-26 14:26:07,3,97.78,137.4,OK
2026-02-26 14:26:08,1,95.07,137.4,OK
2026-02-26 14:26:08,2,97.67,138.0,OK
2026-02-26 14:26:08,3,97.71,138.48,OK
2026-02-26 14:26:09,1,95.15,137.8,OK
2026-02-26 14:26:09,2,97.85,138.03,OK
2026-02-26 14:26:09,3,97.34,137.74,OK
2026-02-26 14:26:10,1,95.44,137.21,OK
2026-02-26 14:26:10,2,97.86,137.27,OK
2026-02-26 14:26:10,3,97.46,137.06,OK
2026-02-26 14:26:11,1,95.89,137.55,OK
2026-02-26 14:26:11,2,97.92,138.17,OK
2026-02-26 14:26:11,3,97.51,136.82,OK
2026-02-26 14:26:12,1,95.82,138.69,OK
2026-02-26 14:26:12,2,98.01,137.5,OK
2026-02-26 14:26:12,3,97.0,138.39,OK
2026-02-26 14:26:13,1,95.54,137.71,OK
2026-02-26 14:26:13,2,97.87,137.68,OK
2026-02-26 14:26:13,3,97.19,138.45,OK
2026-02-26 14:26:14,1,95.94,137.36,OK
2026-02-26 14:26:14,2,97.86,137.95,OK
2026-02-26 14:26:14,3,97.19,137.87,OK
2026-02-26 14:26:15,1,95.96,138.29,OK
2026-02-26 14:26:15,2,98.02,136.4,OK
2026-02-26 14:26:15,3,97.03,137.44,OK
2026-02-26 14:26:16,1,95.83,137.76,OK
2026-02-26 14:26:16,2,98.3,138.7,OK
2026-02-26 14:26:16,3,97.23,138.73,OK
2026-02-26 14:26:17,1,95.55,138.2,OK
2026-02-26 14:26:17,2,98.21,138.5,OK
2026-02-26 14:26:17,3,96.99,138.33,OK
2026-02-26 14:26:18,1,95.41,138.04,OK
2026-02-26 14:26:18,2,98.1,138.43,OK
2026-02-26 14:26:18,3,97.03,137.55,OK
2026-02-26 14:26:19,1,95.77,138.4,OK
2026-02-26 14:26:19,2,98.41,138.21,OK
