Timestamp,Linea,Maquina,Salud,Tiempo_Ciclo,Evento
2026-03-05 20:26:08,2,Avl screw,99.53,70.77,OK
2026-03-05 20:26:08,2,Top unloader,98.87,103.93,OK
2026-03-05 20:26:09,2,Top cover feeding,96.15,105.99,OK
2026-03-05 20:26:09,2,Pre-weighing,98.64,80.54,OK
2026-03-05 20:26:09,2,Tim dispensing,98.07,84.57,OK
2026-03-05 20:26:09,2,Avl Tim,97.51,61.05,OK
2026-03-05 20:26:09,2,Weighing,98.25,82.99,OK
2026-03-05 20:26:09,2,Install PCB,97.99,88.51,OK
2026-03-05 20:26:09,2,Fastening 1,99.95,79.93,OK
2026-03-05 20:26:09,2,Fastening 2,96.64,93.37,OK
2026-03-05 20:26:09,2,Avl screw,99.57,69.96,OK
2026-03-05 20:26:09,2,Top unloader,98.95,103.82,OK
2026-03-05 20:26:10,2,Top cover feeding,96.19,104.64,OK
2026-03-05 20:26:10,2,Pre-weighing,98.59,80.1,OK
2026-03-05 20:26:10,2,Tim dispensing,97.88,83.5,OK
2026-03-05 20:26:10,2,Avl Tim,97.33,60.74,OK
2026-03-05 20:26:10,2,Weighing,98.06,82.47,OK
2026-03-05 20:26:10,2,Install PCB,98.23,88.11,OK
2026-03-05 20:26:10,2,Fastening 1,100.0,80.52,OK
2026-03-05 20:26:10,2,Fastening 2,96.7,92.17,OK
2026-03-05 20:26:10,2,Avl screw,99.5,69.63,OK
2026-03-05 20:26:10,2,Top unloader,98.9,104.45,OK
2026-03-05 20:26:11,2,Top cover feeding,96.52,105.63,OK
2026-03-05 20:26:11,2,Pre-weighing,98.71,80.27,OK
2026-03-05 20:26:11,2,Tim dispensing,97.77,83.32,OK
2026-03-05 20:26:11,2,Avl Tim,97.52,61.01,OK
2026-03-05 20:26:11,2,Weighing,98.09,83.0,OK
2026-03-05 20:26:11,2,Install PCB,98.28,88.99,OK
2026-03-05 20:26:11,2,Fastening 1,100.0,80.92,OK
2026-03-05 20:26:11,2,Fastening 2,96.46,92.42,OK
2026-03-05 20:26:11,2,Avl screw,100.0,69.8,OK
2026-03-05 20:26:11,2,Top unloader,99.05,104.18,OK
2026-03-05 20:26:12,2,Top cover feeding,96.45,106.05,OK
2026-03-05 20:26:12,2,Pre-weighing,98.36,80.74,OK
2026-03-05 20:26:12,2,Tim dispensing,97.43,83.92,OK
2026-03-05 20:26:12,2,Avl Tim,97.56,62.12,OK
2026-03-05 20:26:12,2,Weighing,98.18,82.26,OK
2026-03-05 20:26:12,2,Install PCB,98.17,89.02,OK
2026-03-05 20:26:12,2,Fastening 1,100.0,80.11,OK
2026-03-05 20:26:12,2,Fastening 2,96.69,92.1,OK
2026-03-05 20:26:12,2,Avl screw,99.73,71.04,OK
2026-03-05 20:26:12,2,Top unloader,98.84,103.36,OK
2026-03-05 20:26:13,2,Top cover feeding,96.19,105.24,OK
2026-03-05 20:26:13,2,Pre-weighing,98.4,79.96,OK
2026-03-05 20:26:13,2,Tim dispensing,96.87,83.67,OK
2026-03-05 20:26:13,2,Avl Tim,97.48,61.61,OK
2026-03-05 20:26:13,2,Weighing,98.56,83.52,OK
2026-03-05 20:26:13,2,Install PCB,98.09,87.85,OK
2026-03-05 20:26:13,2,Fastening 1,100.0,80.22,OK
2026-03-05 20:26:13,2,Fastening 2,97.17,92.34,OK
2026-03-05 20:26:13,2,Avl screw,99.5,69.73,OK
2026-03-05 20:26:13,2,Top unloader,98.99,103.99,OK
2026-03-05 20:26:14,2,Top cover feeding,96.11,105.86,OK
2026-03-05 20:26:14,2,Pre-weighing,98.61,79.75,OK
2026-03-05 20:26:14,2,Tim dispensing,96.91,82.85,OK
2026-03-05 20:26:14,2,Avl Tim,97.77,59.53,OK
2026-03-05 20:26:14,2,Weighing,98.56,83.27,OK
2026-03-05 20:26:14,2,Install PCB,98.13,89.16,OK
2026-03-05 20:26:14,2,Fastening 1,99.67,80.48,OK
2026-03-05 20:26:14,2,Fastening 2,97.15,92.31,OK
2026-03-05 20:26:14,2,Avl screw,99.62,70.21,OK
2026-03-05 20:26:14,2,Top unloader,99.4,104.46,OK
2026-03-05 20:26:15,2,Top cover feeding,95.85,106.04,OK
2026-03-05 20:26:15,2,Pre-weighing,98.54,79.16,OK
2026-03-05 20:26:15,2,Tim dispensing,96.75,83.41,OK
2026-03-05 20:26:15,2,Avl Tim,97.48,60.25,OK
2026-03-05 20:26:15,2,Weighing,98.76,82.93,OK
2026-03-05 20:26:15,2,Install PCB,97.88,89.39,OK
2026-03-05 20:26:15,2,Fastening 1,99.62,80.86,OK
2026-03-05 20:26:15,2,Fastening 2,97.1,92.12,OK
2026-03-05 20:26:15,2,Avl screw,99.26,71.16,OK
2026-03-05 20:26:15,2,Top unloader,99.66,103.99,OK
2026-03-05 20:26:16,2,Top cover feeding,95.51,104.94,OK
2026-03-05 20:26:16,2,Pre-weighing,98.55,80.69,OK
2026-03-05 20:26:16,2,Tim dispensing,96.68,83.89,OK
2026-03-05 20:26:16,2,Avl Tim,97.29,61.73,OK
2026-03-05 20:26:16,2,Weighing,98.8,83.23,OK
2026-03-05 20:26:16,2,Install PCB,97.63,88.58,OK
2026-03-05 20:26:16,2,Fastening 1,99.77,81.43,OK
2026-03-05 20:26:16,2,Fastening 2,97.0,92.59,OK
2026-03-05 20:26:16,2,Avl screw,99.61,70.49,OK
2026-03-05 20:26:16,2,Top unloader,100.0,104.07,OK
2026-03-05 20:26:17,2,Top cover feeding,95.32,105.38,OK
2026-03-05 20:26:17,2,Pre-weighing,99.16,78.52,OK
2026-03-05 20:26:17,2,Tim dispensing,96.8,83.76,OK
2026-03-05 20:26:17,2,Avl Tim,97.31,61.21,OK
2026-03-05 20:26:17,2,Weighing,99.06,82.71,OK
2026-03-05 20:26:17,2,Install PCB,97.71,88.89,OK
2026-03-05 20:26:17,2,Fastening 1,99.4,80.44,OK
2026-03-05 20:26:17,2,Fastening 2,96.81,92.81,OK
2026-03-05 20:26:17,2,Avl screw,99.36,71.11,OK
2026-03-05 20:26:17,2,Top unloader,99.97,103.9,OK
2026-03-05 20:26:18,2,Top cover feeding,96.06,105.14,OK
2026-03-05 20:26:18,2,Pre-weighing,98.97,80.17,OK
2026-03-05 20:26:18,2,Tim dispensing,96.57,84.41,OK
2026-03-05 20:26:18,2,Avl Tim,96.73,60.17,OK
2026-03-05 20:26:18,2,Weighing,98.74,82.27,OK
2026-03-05 20:26:18,2,Install PCB,97.89,88.59,OK
2026-03-05 20:26:18,2,Fastening 1,99.83,80.53,OK
2026-03-05 20:26:18,2,Fastening 2,96.87,93.84,OK
2026-03-05 20:26:18,2,Avl screw,99.0,70.7,OK
2026-03-05 20:26:18,2,Top unloader,99.62,104.31,OK
2026-03-05 20:26:19,2,Top cover feeding,95.98,105.93,OK
2026-03-05 20:26:19,2,Pre-weighing,99.11,80.0,OK
2026-03-05 20:26:19,2,Tim dispensing,96.55,83.11,OK
2026-03-05 20:26:19,2,Avl Tim,96.9,50.51,SPIKE
2026-03-05 20:26:19,2,Weighing,98.91,82.78,OK
2026-03-05 20:26:19,2,Install PCB,97.93,88.48,OK
2026-03-05 20:26:19,2,Fastening 1,99.94,81.97,OK
2026-03-05 20:26:19,2,Fastening 2,97.05,93.2,OK
2026-03-05 20:26:19,2,Avl screw,98.72,69.93,OK
2026-03-05 20:26:19,2,Top unloader,99.55,104.51,OK
2026-03-05 20:26:20,2,Top cover feeding,95.87,106.13,OK
2026-03-05 20:26:20,2,Pre-weighing,99.59,80.04,OK
2026-03-05 20:26:20,2,Tim dispensing,96.79,83.79,OK
2026-03-05 20:26:20,2,Avl Tim,96.64,60.51,OK
2026-03-05 20:26:20,2,Weighing,98.82,82.89,OK
2026-03-05 20:26:20,2,Install PCB,97.94,89.11,OK
2026-03-05 20:26:20,2,Fastening 1,100.0,137.73,SPIKE
2026-03-05 20:26:20,2,Fastening 2,97.07,92.59,OK
2026-03-05 20:26:20,2,Avl screw,99.17,70.87,OK
2026-03-05 20:26:20,2,Top unloader,99.45,104.8,OK
2026-03-05 20:26:21,2,Top cover feeding,95.6,105.92,OK
2026-03-05 20:26:21,2,Pre-weighing,99.65,80.27,OK
2026-03-05 20:26:21,2,Tim dispensing,96.84,83.09,OK
2026-03-05 20:26:21,2,Avl Tim,96.56,63.61,SPIKE
2026-03-05 20:26:21,2,Weighing,98.92,83.46,OK
2026-03-05 20:26:21,2,Install PCB,98.09,88.81,OK
2026-03-05 20:26:21,2,Fastening 1,99.89,81.03,OK
2026-03-05 20:26:21,2,Fastening 2,97.18,92.76,OK
2026-03-05 20:26:21,2,Avl screw,99.5,70.0,OK
2026-03-05 20:26:21,2,Top unloader,99.08,103.97,OK
2026-03-05 20:26:22,2,Top cover feeding,95.2,105.72,OK
2026-03-05 20:26:22,2,Pre-weighing,99.0,80.64,OK
2026-03-05 20:26:22,2,Tim dispensing,96.92,84.6,OK
2026-03-05 20:26:22,2,Avl Tim,96.52,60.38,OK
2026-03-05 20:26:22,2,Weighing,98.87,84.28,OK
2026-03-05 20:26:22,2,Install PCB,97.77,88.25,OK
2026-03-05 20:26:22,2,Fastening 1,100.0,81.19,OK
2026-03-05 20:26:22,2,Fastening 2,97.02,91.97,OK
2026-03-05 20:26:22,2,Avl screw,99.34,70.46,OK
2026-03-05 20:26:22,2,Top unloader,99.24,104.39,OK
2026-03-05 20:26:23,2,Top cover feeding,95.06,104.8,OK
2026-03-05 20:26:23,2,Pre-weighing,99.4,80.71,OK
2026-03-05 20:26:23,2,Tim dispensing,96.34,82.63,OK
2026-03-05 20:26:23,2,Avl Tim,96.44,61.32,OK
2026-03-05 20:26:23,2,Weighing,99.13,83.18,OK
2026-03-05 20:26:23,2,Install PCB,97.38,90.11,OK
2026-03-05 20:26:23,2,Fastening 1,99.82,80.79,OK
2026-03-05 20:26:23,2,Fastening 2,84.82,102.64,SENSOR_FAIL
2026-03-05 20:26:23,2,Avl screw,99.35,69.51,OK
2026-03-05 20:26:23,2,Top unloader,99.65,105.44,OK
2026-03-05 20:26:24,2,Top cover feeding,95.25,105.38,OK
2026-03-05 20:26:24,2,Pre-weighing,98.68,81.05,OK
2026-03-05 20:26:24,2,Tim dispensing,96.34,82.96,OK
2026-03-05 20:26:24,2,Avl Tim,96.63,61.44,OK
2026-03-05 20:26:24,2,Weighing,99.18,82.56,OK
2026-03-05 20:26:24,2,Install PCB,97.66,89.1,OK
2026-03-05 20:26:24,2,Fastening 1,99.27,80.41,OK
2026-03-05 20:26:24,2,Fastening 2,84.72,96.6,OK
2026-03-05 20:26:24,2,Avl screw,99.54,70.3,OK
2026-03-05 20:26:24,2,Top unloader,100.0,103.65,OK
2026-03-05 20:26:25,2,Top cover feeding,95.39,105.09,OK
2026-03-05 20:26:25,2,Pre-weighing,99.06,79.29,OK
2026-03-05 20:26:25,2,Tim dispensing,96.62,83.13,OK
2026-03-05 20:26:25,2,Avl Tim,96.49,60.41,OK
2026-03-05 20:26:25,2,Weighing,98.84,83.47,OK
2026-03-05 20:26:25,2,Install PCB,97.66,89.35,OK
2026-03-05 20:26:25,2,Fastening 1,99.26,81.31,OK
2026-03-05 20:26:25,2,Fastening 2,85.15,96.01,OK
2026-03-05 20:26:25,2,Avl screw,98.97,69.3,OK
2026-03-05 20:26:25,2,Top unloader,99.72,103.69,OK
2026-03-05 20:26:26,2,Top cover feeding,95.58,106.27,OK
2026-03-05 20:26:26,2,Pre-weighing,99.17,81.34,OK
2026-03-05 20:26:26,2,Tim dispensing,96.57,85.16,OK
2026-03-05 20:26:26,2,Avl Tim,96.29,61.12,OK
2026-03-05 20:26:26,2,Weighing,99.06,83.22,OK
2026-03-05 20:26:26,2,Install PCB,97.9,88.08,OK
2026-03-05 20:26:26,2,Fastening 1,99.32,81.1,OK
2026-03-05 20:26:26,2,Fastening 2,85.08,98.85,OK
2026-03-05 20:26:26,2,Avl screw,98.56,70.05,OK
2026-03-05 20:26:26,2,Top unloader,99.88,104.7,OK
2026-03-05 20:26:27,2,Top cover feeding,96.21,105.79,OK
2026-03-05 20:26:27,2,Pre-weighing,99.63,80.17,OK
2026-03-05 20:26:27,2,Tim dispensing,96.42,83.39,OK
2026-03-05 20:26:27,2,Avl Tim,96.27,59.8,OK
2026-03-05 20:26:27,2,Weighing,98.44,82.4,OK
2026-03-05 20:26:27,2,Install PCB,97.84,136.88,SPIKE
2026-03-05 20:26:27,2,Fastening 1,99.18,80.59,OK
2026-03-05 20:26:27,2,Fastening 2,85.4,97.15,OK
2026-03-05 20:26:27,2,Avl screw,98.72,70.64,OK
2026-03-05 20:26:27,2,Top unloader,99.71,104.59,OK
2026-03-05 20:26:28,2,Top cover feeding,95.53,105.08,OK
2026-03-05 20:26:28,2,Pre-weighing,99.56,80.4,OK
2026-03-05 20:26:28,2,Tim dispensing,96.0,83.56,OK
2026-03-05 20:26:28,2,Avl Tim,96.23,60.23,OK
2026-03-05 20:26:28,2,Weighing,98.06,82.94,OK
2026-03-05 20:26:28,2,Install PCB,97.74,88.49,OK
2026-03-05 20:26:28,2,Fastening 1,99.15,80.27,OK
2026-03-05 20:26:28,2,Fastening 2,85.38,94.56,OK
2026-03-05 20:26:28,2,Avl screw,98.82,70.07,OK
2026-03-05 20:26:28,2,Top unloader,100.0,103.67,OK
2026-03-05 20:26:29,2,Top cover feeding,95.78,104.87,OK
2026-03-05 20:26:29,2,Pre-weighing,99.61,80.98,OK
2026-03-05 20:26:29,2,Tim dispensing,96.18,84.5,OK
2026-03-05 20:26:29,2,Avl Tim,96.29,61.03,OK
2026-03-05 20:26:29,2,Weighing,97.9,82.95,OK
2026-03-05 20:26:29,2,Install PCB,97.7,88.9,OK
2026-03-05 20:26:29,2,Fastening 1,98.93,80.7,OK
2026-03-05 20:26:29,2,Fastening 2,85.26,96.7,OK
2026-03-05 20:26:29,2,Avl screw,98.52,70.66,OK
2026-03-05 20:26:29,2,Top unloader,100.0,103.87,OK
2026-03-05 20:26:30,2,Top cover feeding,96.07,104.91,OK
2026-03-05 20:26:30,2,Pre-weighing,99.43,81.81,OK
2026-03-05 20:26:30,2,Tim dispensing,96.27,83.06,OK
2026-03-05 20:26:30,2,Avl Tim,96.34,60.65,OK
2026-03-05 20:26:30,2,Weighing,97.79,82.75,OK
2026-03-05 20:26:30,2,Install PCB,97.74,88.3,OK
2026-03-05 20:26:30,2,Fastening 1,98.95,81.09,OK
2026-03-05 20:26:30,2,Fastening 2,85.05,94.86,OK
2026-03-05 20:26:30,2,Avl screw,98.84,70.82,OK
2026-03-05 20:26:30,2,Top unloader,100.0,104.54,OK
2026-03-05 20:26:31,2,Top cover feeding,95.64,105.3,OK
2026-03-05 20:26:31,2,Pre-weighing,99.47,79.89,OK
2026-03-05 20:26:31,2,Tim dispensing,96.21,84.42,OK
2026-03-05 20:26:31,2,Avl Tim,96.16,61.76,OK
2026-03-05 20:26:31,2,Weighing,97.33,83.2,OK
2026-03-05 20:26:31,2,Install PCB,97.4,88.96,OK
2026-03-05 20:26:31,2,Fastening 1,99.08,80.71,OK
2026-03-05 20:26:31,2,Fastening 2,85.14,96.61,OK
2026-03-05 20:26:31,2,Avl screw,98.77,70.17,OK
2026-03-05 20:26:31,2,Top unloader,99.99,103.89,OK
2026-03-05 20:26:32,2,Top cover feeding,95.6,106.62,OK
2026-03-05 20:26:32,2,Pre-weighing,99.43,80.9,OK
2026-03-05 20:26:32,2,Tim dispensing,95.99,82.55,OK
2026-03-05 20:26:32,2,Avl Tim,96.01,60.51,OK
2026-03-05 20:26:32,2,Weighing,97.46,83.3,OK
2026-03-05 20:26:32,2,Install PCB,97.22,88.37,OK
2026-03-05 20:26:32,2,Fastening 1,98.83,79.75,OK
2026-03-05 20:26:32,2,Fastening 2,85.14,95.36,OK
2026-03-05 20:26:32,2,Avl screw,98.88,69.67,OK
2026-03-05 20:26:32,2,Top unloader,100.0,104.99,OK
2026-03-05 20:26:33,2,Top cover feeding,95.78,105.65,OK
2026-03-05 20:26:33,2,Pre-weighing,99.28,78.81,OK
2026-03-05 20:26:33,2,Tim dispensing,96.21,83.94,OK
2026-03-05 20:26:33,2,Avl Tim,96.36,61.17,OK
2026-03-05 20:26:33,2,Weighing,97.18,83.91,OK
2026-03-05 20:26:33,2,Install PCB,96.94,89.39,OK
2026-03-05 20:26:33,2,Fastening 1,98.96,80.1,OK
2026-03-05 20:26:33,2,Fastening 2,85.38,95.86,OK
2026-03-05 20:26:33,2,Avl screw,99.0,70.11,OK
2026-03-05 20:26:33,2,Top unloader,99.78,104.21,OK
2026-03-05 20:26:34,2,Top cover feeding,96.03,105.93,OK
2026-03-05 20:26:34,2,Pre-weighing,99.49,79.51,OK
2026-03-05 20:26:34,2,Tim dispensing,95.93,83.35,OK
2026-03-05 20:26:34,2,Avl Tim,96.38,60.32,OK
2026-03-05 20:26:34,2,Weighing,97.11,81.76,OK
2026-03-05 20:26:34,2,Install PCB,96.77,89.36,OK
2026-03-05 20:26:34,2,Fastening 1,98.86,80.18,OK
2026-03-05 20:26:34,2,Fastening 2,85.47,96.02,OK
2026-03-05 20:26:34,2,Avl screw,98.96,69.81,OK
2026-03-05 20:26:34,2,Top unloader,99.62,104.93,OK
2026-03-05 20:26:35,2,Top cover feeding,95.74,105.65,OK
2026-03-05 20:26:35,2,Pre-weighing,99.57,79.09,OK
2026-03-05 20:26:35,2,Tim dispensing,95.82,83.3,OK
2026-03-05 20:26:35,2,Avl Tim,96.5,61.11,OK
2026-03-05 20:26:35,2,Weighing,97.02,82.41,OK
2026-03-05 20:26:35,2,Install PCB,96.7,89.76,OK
2026-03-05 20:26:35,2,Fastening 1,98.89,79.67,OK
2026-03-05 20:26:35,2,Fastening 2,85.48,95.5,OK
2026-03-05 20:26:35,2,Avl screw,99.0,69.14,OK
2026-03-05 20:26:35,2,Top unloader,99.81,104.65,OK
2026-03-05 20:26:36,2,Top cover feeding,95.64,104.8,OK
2026-03-05 20:26:36,2,Pre-weighing,99.33,79.5,OK
2026-03-05 20:26:36,2,Tim dispensing,96.25,83.39,OK
2026-03-05 20:26:36,2,Avl Tim,96.69,59.53,OK
2026-03-05 20:26:36,2,Weighing,96.56,82.93,OK
2026-03-05 20:26:36,2,Install PCB,96.7,88.8,OK
2026-03-05 20:26:36,2,Fastening 1,98.74,79.95,OK
2026-03-05 20:26:36,2,Fastening 2,85.59,97.01,OK
2026-03-05 20:26:36,2,Avl screw,98.78,70.92,OK
2026-03-05 20:26:36,2,Top unloader,99.84,105.04,OK
2026-03-05 20:26:37,2,Top cover feeding,95.84,105.5,OK
2026-03-05 20:26:37,2,Pre-weighing,99.27,80.47,OK
2026-03-05 20:26:37,2,Tim dispensing,96.14,83.46,OK
2026-03-05 20:26:37,2,Avl Tim,96.87,60.43,OK
2026-03-05 20:26:37,2,Weighing,96.66,82.92,OK
2026-03-05 20:26:37,2,Install PCB,96.96,88.25,OK
2026-03-05 20:26:37,2,Fastening 1,98.36,79.97,OK
2026-03-05 20:26:37,2,Fastening 2,85.77,95.28,OK
2026-03-05 20:26:37,2,Avl screw,99.15,70.04,OK
2026-03-05 20:26:37,2,Top unloader,99.66,105.14,OK
2026-03-05 20:26:38,2,Top cover feeding,96.08,105.47,OK
2026-03-05 20:26:38,2,Pre-weighing,98.88,80.04,OK
2026-03-05 20:26:38,2,Tim dispensing,96.12,83.82,OK
2026-03-05 20:26:38,2,Avl Tim,96.77,59.65,OK
2026-03-05 20:26:38,2,Weighing,96.45,83.41,OK
2026-03-05 20:26:38,2,Install PCB,96.84,88.27,OK
2026-03-05 20:26:38,2,Fastening 1,98.44,81.44,OK
2026-03-05 20:26:38,2,Fastening 2,85.76,95.83,OK
2026-03-05 20:26:38,2,Avl screw,99.13,71.13,OK
2026-03-05 20:26:38,2,Top unloader,99.58,104.15,OK
2026-03-05 20:26:39,2,Top cover feeding,95.55,105.54,OK
2026-03-05 20:26:39,2,Pre-weighing,98.55,79.87,OK
2026-03-05 20:26:39,2,Tim dispensing,96.17,83.09,OK
2026-03-05 20:26:39,2,Avl Tim,96.81,61.19,OK
2026-03-05 20:26:39,2,Weighing,96.16,83.43,OK
2026-03-05 20:26:39,2,Install PCB,97.03,88.45,OK
2026-03-05 20:26:39,2,Fastening 1,98.34,80.28,OK
2026-03-05 20:26:39,2,Fastening 2,85.85,94.97,OK
2026-03-05 20:26:39,2,Avl screw,99.77,69.96,OK
2026-03-05 20:26:39,2,Top unloader,99.49,104.72,OK
2026-03-05 20:26:40,2,Top cover feeding,95.75,105.61,OK
2026-03-05 20:26:40,2,Pre-weighing,98.52,80.1,OK
2026-03-05 20:26:40,2,Tim dispensing,96.19,82.86,OK
2026-03-05 20:26:40,2,Avl Tim,96.98,60.54,OK
2026-03-05 20:26:40,2,Weighing,96.25,82.21,OK
2026-03-05 20:26:40,2,Install PCB,97.06,89.44,OK
2026-03-05 20:26:40,2,Fastening 1,98.16,79.78,OK
2026-03-05 20:26:40,2,Fastening 2,86.26,95.12,SPIKE
2026-03-05 20:26:40,2,Avl screw,99.97,70.11,OK
2026-03-05 20:26:40,2,Top unloader,99.5,103.54,OK
2026-03-05 20:26:41,2,Top cover feeding,95.96,105.74,OK
2026-03-05 20:26:41,2,Pre-weighing,98.21,79.74,OK
2026-03-05 20:26:41,2,Tim dispensing,96.31,83.33,OK
2026-03-05 20:26:41,2,Avl Tim,97.12,59.64,OK
2026-03-05 20:26:41,2,Weighing,96.59,83.3,OK
2026-03-05 20:26:41,2,Install PCB,96.91,88.63,OK
2026-03-05 20:26:41,2,Fastening 1,97.97,80.43,OK
2026-03-05 20:26:41,2,Fastening 2,86.43,97.51,OK
2026-03-05 20:26:41,2,Avl screw,99.95,70.24,OK
2026-03-05 20:26:41,2,Top unloader,99.75,105.65,OK
2026-03-05 20:26:42,2,Top cover feeding,95.99,105.06,OK
2026-03-05 20:26:42,2,Pre-weighing,98.39,80.16,OK
2026-03-05 20:26:42,2,Tim dispensing,96.54,83.93,OK
